ID	Log2FoldChange	PValue
ENSG00000049239	-0.39	0.058183443
ENSG00000205464	0.47	0.058230589
ENSG00000002919	-0.38	0.058251345
ENSG00000076242	0.35	0.058377325
ENSG00000175416	-0.34	0.058377325
ENSG00000110031	0.52	0.058377325
ENSG00000165124	-0.65	0.05840931
ENSG00000095139	-0.19	0.058447428
ENSG00000169258	0.5	0.058848443
ENSG00000050393	-0.41	0.059012839
ENSG00000262691	0.87	0.059029138
ENSG00000140464	-0.28	0.05908365
ENSG00000178401	0.71	0.059106458
ENSG00000182685	-0.95	0.059106458
ENSG00000144040	0.37	0.059228578
ENSG00000132002	0.31	0.059273782
ENSG00000265354	-0.28	0.05927836
ENSG00000207561	-0.74	0.059642345
ENSG00000154429	0.43	0.059644488
ENSG00000196177	-0.37	0.059644488
ENSG00000129315	-0.22	0.059644488
ENSG00000006118	0.5	0.059744068
ENSG00000054983	-0.29	0.059828852
ENSG00000164379	0.71	0.059927414
ENSG00000164483	1.45	0.059927414
ENSG00000086061	0.29	0.05992984
ENSG00000197536	0.41	0.059931345
ENSG00000140416	-0.59	0.059934536
ENSG00000117859	-0.44	0.060200091
ENSG00000261338	-0.92	0.060268949
ENSG00000123609	0.4	0.060412617
ENSG00000179909	0.62	0.060469369
ENSG00000169379	-0.33	0.060567284
ENSG00000023318	-0.23	0.060567284
ENSG00000269293	-0.54	0.060718109
ENSG00000108641	0.54	0.060718109
ENSG00000126581	-0.22	0.060718109
ENSG00000124788	0.42	0.06072704
ENSG00000167699	0.25	0.060740702
ENSG00000145012	-0.53	0.060817652
ENSG00000182329	2.18	0.061036693
ENSG00000163482	0.25	0.061078263
ENSG00000159363	-0.43	0.061180803
ENSG00000134780	0.66	0.061204983
ENSG00000143942	-1.11	0.061241665
ENSG00000174456	-0.42	0.061241665
ENSG00000119922	0.66	0.06124982
ENSG00000166762	2.07	0.061298784
ENSG00000100461	0.25	0.06141904
ENSG00000182796	-0.41	0.061432613
ENSG00000177868	0.38	0.061580708
ENSG00000167985	-0.53	0.061580708
ENSG00000118197	-0.31	0.061608272
ENSG00000140543	0.57	0.061695636
ENSG00000197555	0.5	0.061763217
ENSG00000110047	-0.4	0.061794279
ENSG00000110955	-0.17	0.0619844
ENSG00000124795	-0.27	0.061995335
ENSG00000124615	-0.47	0.061995335
ENSG00000164929	1.29	0.061995335
ENSG00000057294	-2.16	0.062058967
ENSG00000140350	0.43	0.062089729
ENSG00000126524	-0.36	0.062292036
ENSG00000187955	0.89	0.062310086
ENSG00000281969	-1.85	0.062356984
ENSG00000066422	0.31	0.062648558
ENSG00000088756	1.48	0.062881986
ENSG00000214575	0.78	0.062987568
ENSG00000110713	-0.26	0.062988105
ENSG00000069998	-0.68	0.063006957
ENSG00000132688	0.82	0.063429023
ENSG00000033627	-0.47	0.063429023
ENSG00000141030	0.27	0.063511744
ENSG00000081870	-0.3	0.063760198
ENSG00000160271	0.42	0.063760198
ENSG00000123572	-1.47	0.063760198
ENSG00000120832	-0.47	0.063775127
ENSG00000232480	2.2	0.063783588
ENSG00000197885	0.31	0.063844062
ENSG00000167969	-0.44	0.063897927
ENSG00000100911	0.38	0.06390678
ENSG00000243156	0.58	0.063974194
ENSG00000213965	-0.37	0.064034386
ENSG00000059758	0.31	0.064317206
ENSG00000257093	0.39	0.064378297
ENSG00000058799	-0.4	0.06452364
ENSG00000196878	0.68	0.064529945
ENSG00000144857	-0.75	0.064529945
ENSG00000145623	-0.48	0.064529945
ENSG00000159692	0.27	0.06467613
ENSG00000134909	0.32	0.06467613
ENSG00000188827	0.46	0.06467613
ENSG00000108733	0.35	0.064708575
ENSG00000117569	0.35	0.064729149
ENSG00000170011	-2.11	0.064729149
ENSG00000078747	-0.26	0.064951112
ENSG00000183696	1.05	0.064952082
ENSG00000006638	0.66	0.064952082
ENSG00000165023	1.45	0.065018553
ENSG00000198176	-0.23	0.065018553
ENSG00000132768	-0.37	0.065038399
ENSG00000185973	0.43	0.065151917
ENSG00000183864	-0.32	0.065233256
ENSG00000117519	-0.43	0.065255324
ENSG00000197566	0.49	0.065546115
ENSG00000171105	-0.55	0.06559537
ENSG00000213888	0.86	0.065596931
ENSG00000169122	0.32	0.065618352
ENSG00000163249	-0.29	0.06562191
ENSG00000259498	-1.28	0.06562191
ENSG00000164638	0.85	0.065656936
ENSG00000187866	0.34	0.065758864
ENSG00000100196	-0.19	0.065758864
ENSG00000077147	-0.24	0.065824261
ENSG00000205339	-0.17	0.065901756
ENSG00000163359	0.34	0.065907115
ENSG00000272150	0.83	0.065959939
ENSG00000077264	1.26	0.065959939
ENSG00000164008	0.39	0.06617331
ENSG00000139842	-0.16	0.066186901
ENSG00000197930	-0.33	0.066186901
ENSG00000185800	-0.29	0.066457023
ENSG00000075945	0.32	0.066556498
ENSG00000058600	-0.26	0.066578814
ENSG00000100401	-0.37	0.066578814
ENSG00000182179	0.44	0.066663965
ENSG00000058056	-0.37	0.066663965
ENSG00000170142	0.23	0.066821781
ENSG00000138709	-0.32	0.066821781
ENSG00000275700	-0.25	0.066821781
ENSG00000127666	-0.34	0.066821781
ENSG00000253302	1.42	0.066874313
ENSG00000160741	-0.31	0.066981126
ENSG00000119979	-0.3	0.067085982
ENSG00000265148	1.56	0.067085982
ENSG00000164440	0.84	0.067178926
ENSG00000137727	0.44	0.067178926
ENSG00000196655	-0.26	0.067178926
ENSG00000108352	0.65	0.067178926
ENSG00000168758	-0.46	0.067191741
ENSG00000253476	-0.74	0.067191741
ENSG00000250251	-0.53	0.067294588
ENSG00000272970	1.6	0.067320996
ENSG00000085982	0.3	0.067382986
ENSG00000228158	-1.22	0.067425773
ENSG00000123737	-0.53	0.067432515
ENSG00000186364	0.82	0.067442622
ENSG00000101871	0.45	0.067442622
ENSG00000103187	-0.37	0.067486671
ENSG00000106299	-0.37	0.06764367
ENSG00000113645	-1.02	0.067684043
ENSG00000255090	0.85	0.067766702
ENSG00000154001	-0.21	0.06777367
ENSG00000117410	-0.36	0.067944652
ENSG00000228242	0.75	0.068236936
ENSG00000164332	-0.27	0.068236936
ENSG00000023734	-0.29	0.06824457
ENSG00000139428	0.55	0.068290959
ENSG00000132846	0.51	0.068291791
ENSG00000126790	-0.33	0.068291791
ENSG00000013523	0.28	0.068349112
ENSG00000163931	0.67	0.068383072
ENSG00000070214	-0.32	0.068383072
ENSG00000111641	-0.4	0.068383072
ENSG00000272695	-0.8	0.068383072
ENSG00000198270	0.45	0.068633349
ENSG00000197894	-0.29	0.068768521
ENSG00000072864	-0.32	0.068938673
ENSG00000048162	-0.53	0.069029211
ENSG00000175582	-0.22	0.069069446
ENSG00000163950	-0.22	0.069108157
ENSG00000079819	0.28	0.069108157
ENSG00000093072	0.46	0.069181727
ENSG00000078140	-0.33	0.069196339
ENSG00000186088	-0.53	0.069210542
ENSG00000110721	-0.54	0.069210542
ENSG00000255857	1.29	0.06934472
ENSG00000198721	0.3	0.06936825
ENSG00000184271	0.32	0.069556541
ENSG00000129680	-0.33	0.069561299
ENSG00000057663	-0.26	0.069662546
ENSG00000147889	0.33	0.069662546
ENSG00000261556	0.86	0.069662546
ENSG00000076928	-0.36	0.069662546
ENSG00000102030	-0.32	0.069662546
ENSG00000167323	-0.4	0.069701386
ENSG00000108639	-0.71	0.069701386
ENSG00000162004	-0.83	0.069805867
ENSG00000116095	-0.38	0.070010654
ENSG00000116133	-0.86	0.070077946
ENSG00000253741	1.46	0.070264236
ENSG00000153208	1.22	0.07038751
ENSG00000120896	-0.44	0.07044917
ENSG00000087274	-0.19	0.070526091
ENSG00000140015	2.22	0.070531024
ENSG00000119408	0.54	0.07072929
ENSG00000042317	0.32	0.07072929
ENSG00000072682	0.36	0.070795367
ENSG00000142632	-0.97	0.071063783
ENSG00000115760	-0.27	0.071144085
ENSG00000078725	1.03	0.071144085
ENSG00000128000	0.41	0.071162316
ENSG00000144736	0.33	0.071173489
ENSG00000099260	0.95	0.071225673
ENSG00000152556	0.24	0.071225673
ENSG00000117620	-0.38	0.071236607
ENSG00000146950	-1.35	0.071236607
ENSG00000160469	0.45	0.071462319
ENSG00000055130	-0.28	0.071717755
ENSG00000156345	0.56	0.071717755
ENSG00000066279	0.63	0.07181174
ENSG00000144810	-0.97	0.071980283
ENSG00000183580	-0.54	0.071980283
ENSG00000130377	2.24	0.072221388
ENSG00000158062	0.42	0.072302697
ENSG00000183763	0.75	0.072302697
ENSG00000156860	-0.19	0.072302697
ENSG00000162598	-1.91	0.07242101
ENSG00000164989	0.63	0.07242101
ENSG00000279382	0.89	0.07242101
ENSG00000066136	0.28	0.072431045
ENSG00000162636	0.43	0.072431045
ENSG00000118596	-0.46	0.072431045
ENSG00000121454	0.75	0.072538424
ENSG00000106603	0.36	0.072538424
ENSG00000279266	1.91	0.072538424
ENSG00000155100	-0.31	0.072746503
ENSG00000143498	0.52	0.072828138
ENSG00000145358	0.86	0.072866093
ENSG00000134248	-0.31	0.072987739
ENSG00000165156	0.3	0.072987739
ENSG00000108424	-0.23	0.072987739
ENSG00000006062	0.65	0.07307054
ENSG00000204291	0.92	0.073124352
ENSG00000185070	0.7	0.073182919
ENSG00000267042	2.19	0.073228956
ENSG00000108799	-0.35	0.073231814
ENSG00000136828	0.44	0.07332037
ENSG00000164938	0.29	0.073441293
ENSG00000105290	0.66	0.073441293
ENSG00000166913	-0.14	0.073456374
ENSG00000260578	0.91	0.073491036
ENSG00000185480	0.66	0.073555787
ENSG00000171680	0.75	0.073656438
ENSG00000145022	-0.37	0.07379516
ENSG00000047056	-0.29	0.073926634
ENSG00000179262	-0.23	0.073926634
ENSG00000162695	-0.31	0.073979643
ENSG00000141699	-0.28	0.074004824
ENSG00000163686	-0.51	0.074023085
ENSG00000154222	-0.28	0.074042725
ENSG00000006283	1.36	0.074112163
ENSG00000228109	0.81	0.074137268
ENSG00000178814	-0.38	0.074137268
ENSG00000100441	-0.27	0.074243979
ENSG00000138942	-0.26	0.074249188
ENSG00000109519	-0.47	0.074347601
ENSG00000119938	0.43	0.074347601
ENSG00000254510	-1.75	0.074347601
ENSG00000184584	-0.57	0.074531726
ENSG00000084754	-0.22	0.074603839
ENSG00000165527	-0.37	0.074603839
ENSG00000173085	-0.55	0.074827553
ENSG00000126261	-0.3	0.074843618
ENSG00000131263	-0.17	0.074873571
ENSG00000065717	-0.79	0.074951427
ENSG00000099956	0.25	0.075010356
ENSG00000157502	-3.21	0.075010356
ENSG00000239828	-1.96	0.075299581
ENSG00000196591	0.3	0.075313694
ENSG00000103316	1.47	0.075313694
ENSG00000174807	0.68	0.075402258
ENSG00000235423	0.69	0.075402258
ENSG00000230587	-1.61	0.075499767
ENSG00000129521	1.32	0.075649773
ENSG00000272282	1.31	0.075740801
ENSG00000136261	0.54	0.076081337
ENSG00000122359	-0.35	0.076112843
ENSG00000197451	-0.37	0.076193644
ENSG00000154359	0.39	0.0763546
ENSG00000070193	1.3	0.076397837
ENSG00000150712	-0.45	0.07663309
ENSG00000217648	0.91	0.076830795
ENSG00000144668	1.15	0.076841643
ENSG00000215447	0.47	0.076926022
ENSG00000184162	-0.55	0.076937363
ENSG00000116918	-0.29	0.07700652
ENSG00000241973	0.21	0.07700652
ENSG00000092847	0.24	0.077086167
ENSG00000183691	-1.67	0.077127857
ENSG00000184985	-1.27	0.077256306
ENSG00000028839	0.33	0.077256306
ENSG00000089060	-0.5	0.077256306
ENSG00000070495	-0.47	0.077296794
ENSG00000132581	-0.24	0.077310672
ENSG00000085511	0.55	0.077349107
ENSG00000164889	-0.26	0.077435005
ENSG00000127328	-0.66	0.077527575
ENSG00000168491	1.4	0.077652006
ENSG00000169220	0.48	0.077854205
ENSG00000110719	-0.38	0.077976139
ENSG00000135046	-0.45	0.077976536
ENSG00000275322	-1.61	0.077997165
ENSG00000160325	0.3	0.078336367
ENSG00000074181	-0.58	0.078385915
ENSG00000178573	0.64	0.078527896
ENSG00000178988	0.18	0.078555755
ENSG00000128581	0.25	0.078726913
ENSG00000177889	-0.29	0.079191596
ENSG00000161791	0.32	0.079216865
ENSG00000134287	-0.25	0.079312965
ENSG00000130222	1.85	0.079376784
ENSG00000099219	-0.34	0.079687166
ENSG00000085491	-0.23	0.079747571
ENSG00000117020	-0.38	0.079759669
ENSG00000148516	-0.41	0.079759669
ENSG00000220205	-0.45	0.079759669
ENSG00000165197	0.86	0.079846738
ENSG00000140743	-0.48	0.079882117
ENSG00000149596	-1	0.079882117
ENSG00000249992	0.58	0.079913927
ENSG00000132823	-0.37	0.079929483
ENSG00000115539	-0.4	0.080071806
ENSG00000143612	-0.2	0.080131962
ENSG00000105058	-0.23	0.080131962
ENSG00000164185	-1.23	0.080159966
ENSG00000261625	-0.61	0.080189582
ENSG00000104611	0.54	0.080252346
ENSG00000023041	-0.2	0.080346907
ENSG00000168062	1.29	0.080346907
ENSG00000143512	1.5	0.080367653
ENSG00000166479	0.19	0.080436306
ENSG00000204789	0.77	0.080684733
ENSG00000259431	0.47	0.080684733
ENSG00000116667	-0.93	0.080802375
ENSG00000187957	-1.9	0.081192856
ENSG00000119397	0.3	0.081192856
ENSG00000179456	0.37	0.081277211
ENSG00000081189	0.56	0.081295833
ENSG00000107282	0.26	0.081346878
ENSG00000128394	0.53	0.081425632
ENSG00000253304	-0.81	0.081688006
ENSG00000128016	-0.34	0.081688006
ENSG00000138030	-0.96	0.081725324
ENSG00000100003	-0.54	0.08182013
ENSG00000082512	-0.36	0.081960386
ENSG00000259036	2.09	0.081999483
ENSG00000230487	0.38	0.082041081
ENSG00000151067	0.49	0.082137695
ENSG00000114857	0.32	0.082190416
ENSG00000112787	-0.3	0.082190416
ENSG00000261114	-1.67	0.082283782
ENSG00000196391	0.76	0.082480078
ENSG00000008441	0.33	0.082748194
ENSG00000203780	0.61	0.083119519
ENSG00000162688	-0.42	0.083288819
ENSG00000126391	-0.4	0.083288819
ENSG00000170145	-0.32	0.083288819
ENSG00000139163	-0.35	0.083288819
ENSG00000238184	1.55	0.083594267
ENSG00000139636	-0.29	0.083649718
ENSG00000151689	0.32	0.08367244
ENSG00000247081	-0.99	0.083781981
ENSG00000163635	-0.24	0.083812442
ENSG00000149923	-0.23	0.083895113
ENSG00000169714	-0.24	0.083955462
ENSG00000235217	0.65	0.084047844
ENSG00000091483	-0.35	0.084085641
ENSG00000132475	0.18	0.084191399
ENSG00000175550	0.26	0.084238073
ENSG00000136100	-0.27	0.084238073
ENSG00000061794	-0.24	0.084428918
ENSG00000197457	0.64	0.084653999
ENSG00000100997	-0.26	0.084880292
ENSG00000183831	1.61	0.084996834
ENSG00000135838	-0.65	0.085076846
ENSG00000135452	-0.34	0.085116194
ENSG00000224165	1.26	0.085134855
ENSG00000221843	0.8	0.085134855
ENSG00000160888	0.34	0.085134855
ENSG00000189398	0.63	0.085148033
ENSG00000157429	0.6	0.085368467
ENSG00000150991	-0.28	0.085432379
ENSG00000147586	-0.96	0.085649529
ENSG00000239697	-0.3	0.085654358
ENSG00000132467	-0.28	0.085718812
ENSG00000083642	0.18	0.08577402
ENSG00000155189	-0.59	0.085984062
ENSG00000164167	-0.42	0.086128633
ENSG00000111275	-0.34	0.086207638
ENSG00000237126	-1.04	0.086287184
ENSG00000123154	-0.47	0.086287184
ENSG00000124198	-0.32	0.086344688
ENSG00000137752	0.67	0.086387491
ENSG00000085978	-0.28	0.086465433
ENSG00000162654	0.76	0.086526563
ENSG00000139233	-0.28	0.086646946
ENSG00000138182	0.37	0.087117556
ENSG00000165672	-0.23	0.087168804
ENSG00000042753	-0.24	0.087168804
ENSG00000185634	0.83	0.087180785
ENSG00000250132	0.61	0.087264425
ENSG00000149761	-0.41	0.087580748
ENSG00000185386	-0.48	0.087580748
ENSG00000271943	1.73	0.087623934
ENSG00000139112	-0.45	0.0876622
ENSG00000119787	-0.35	0.08788417
ENSG00000011405	-0.35	0.08788417
ENSG00000132603	-0.4	0.088045673
ENSG00000235314	-1.09	0.088115796
ENSG00000122557	-0.22	0.088223887
ENSG00000158195	-0.25	0.08842202
ENSG00000015153	-0.4	0.08842202
ENSG00000179981	0.68	0.088560977
ENSG00000157168	1.52	0.088624574
ENSG00000181381	-0.5	0.08863245
ENSG00000179941	-0.31	0.088645735
ENSG00000102119	-0.21	0.088645735
ENSG00000116005	-0.44	0.088647888
ENSG00000198856	-0.27	0.088684413
ENSG00000100599	0.34	0.088684413
ENSG00000133731	-0.35	0.088821515
ENSG00000162889	-0.26	0.088840059
ENSG00000240344	0.31	0.088840059
ENSG00000127561	-1.12	0.089057455
ENSG00000177337	-0.47	0.08914951
ENSG00000266524	0.87	0.089170872
ENSG00000142751	-0.23	0.089213947
ENSG00000169499	-0.32	0.089213947
ENSG00000172167	0.64	0.089236787
ENSG00000119718	0.46	0.089248708
ENSG00000174808	-1.32	0.089388352
ENSG00000215493	1.04	0.089447036
ENSG00000178252	0.3	0.089814916
ENSG00000229852	0.49	0.089828524
ENSG00000119771	-0.45	0.089857414
ENSG00000090776	0.61	0.089857414
ENSG00000227517	1.58	0.08986872
ENSG00000158423	1.14	0.08995546
ENSG00000214184	2.11	0.089961634
ENSG00000079332	-0.3	0.089961634
ENSG00000231298	-2.03	0.089969051
ENSG00000236166	2.19	0.090418405
ENSG00000089057	0.29	0.090418405
ENSG00000163683	-0.47	0.090455014
ENSG00000059691	0.27	0.090458729
ENSG00000225830	0.31	0.090458729
ENSG00000061676	-0.26	0.09048023
ENSG00000250091	0.56	0.090527741
ENSG00000149115	-0.28	0.090766823
ENSG00000267361	-1.24	0.090820991
ENSG00000166454	0.21	0.091201481
ENSG00000052126	0.3	0.091236836
ENSG00000068697	0.24	0.091335986
ENSG00000115457	-2.07	0.091402302
ENSG00000186815	-0.44	0.091574682
ENSG00000138031	-0.51	0.091649151
ENSG00000137404	0.54	0.091656744
ENSG00000114770	-0.33	0.091850122
ENSG00000160305	0.23	0.091850122
ENSG00000135424	0.5	0.091867846
ENSG00000102468	1.83	0.091867846
ENSG00000180667	-0.37	0.09193837
ENSG00000236778	0.7	0.092158744
ENSG00000226688	0.51	0.092165765
ENSG00000133247	0.43	0.092251536
ENSG00000166439	0.34	0.092653811
ENSG00000055070	-0.24	0.092684549
ENSG00000257150	-2.16	0.092712626
ENSG00000185787	-0.29	0.092712626
ENSG00000131037	-1.3	0.092766675
ENSG00000112514	0.21	0.092859319
ENSG00000198908	0.36	0.092985352
ENSG00000159445	0.4	0.092986606
ENSG00000230333	-0.73	0.093093111
ENSG00000281207	-1.08	0.093344273
ENSG00000106723	0.31	0.093371319
ENSG00000116731	-0.23	0.093477238
ENSG00000163820	0.39	0.093477238
ENSG00000070961	-0.48	0.093477238
ENSG00000182568	0.37	0.093533687
ENSG00000266074	0.3	0.093744259
ENSG00000101246	0.28	0.093893709
ENSG00000111199	-0.53	0.09396431
ENSG00000281005	-0.74	0.093974639
ENSG00000105339	-0.38	0.094061054
ENSG00000136826	0.72	0.09412856
ENSG00000074416	-0.44	0.094358036
ENSG00000140526	-0.43	0.094358036
ENSG00000104973	-0.23	0.094585072
ENSG00000073921	-0.27	0.094645247
ENSG00000100417	-0.26	0.09476798
ENSG00000084636	0.55	0.094788668
ENSG00000233276	-0.36	0.094794089
ENSG00000181004	-0.46	0.09493178
ENSG00000166532	0.29	0.09493178
ENSG00000123684	-0.23	0.094935801
ENSG00000114383	-0.27	0.094935801
ENSG00000247853	-1.44	0.094986141
ENSG00000100554	-0.21	0.095044099
ENSG00000164663	0.32	0.095061776
ENSG00000166348	0.5	0.095107091
ENSG00000141198	-0.68	0.095297794
ENSG00000074695	0.21	0.095357536
ENSG00000186951	-0.31	0.095848428
ENSG00000010310	1.08	0.09611158
ENSG00000187601	0.27	0.09611158
ENSG00000113384	-0.29	0.09618065
ENSG00000165916	-0.19	0.09618065
ENSG00000109846	-0.48	0.09618065
ENSG00000259291	-0.57	0.096336073
ENSG00000095066	0.32	0.096451818
ENSG00000144061	0.46	0.096455361
ENSG00000108175	0.38	0.096583298
ENSG00000262001	-0.56	0.096601796
ENSG00000134590	-0.19	0.096834908
ENSG00000257894	-2.18	0.09696021
ENSG00000281091	-1.37	0.097049835
ENSG00000112319	0.49	0.09710248
ENSG00000147894	-0.74	0.097294901
ENSG00000196668	1.35	0.097309406
ENSG00000196659	0.45	0.09731682
ENSG00000001167	0.49	0.09731682
ENSG00000186907	1.11	0.097602833
ENSG00000197769	-2.51	0.0976053
ENSG00000139263	0.32	0.0976053
ENSG00000100024	-3.46	0.097638893
ENSG00000100207	0.22	0.097750174
ENSG00000116161	0.25	0.097871734
ENSG00000165819	-0.26	0.097871734
ENSG00000189283	0.7	0.097913077
ENSG00000262468	0.98	0.09805667
ENSG00000120910	-0.38	0.098155004
ENSG00000078369	-0.18	0.098206692
ENSG00000159685	0.41	0.098206692
ENSG00000102302	0.32	0.098508343
ENSG00000119318	-0.5	0.098521553
ENSG00000184014	-0.17	0.098529535
ENSG00000109016	-0.5	0.098529535
ENSG00000270194	0.72	0.09853852
ENSG00000115295	-0.41	0.098625808
ENSG00000134905	-0.33	0.09867979
ENSG00000171865	-0.29	0.098981223
ENSG00000076604	0.5	0.099499323
ENSG00000071889	-0.24	0.099499323
ENSG00000034693	0.38	0.099524182
ENSG00000102575	1.35	0.099558355
ENSG00000266456	1.56	0.099767513
ENSG00000104953	-1.23	0.099917318
ENSG00000229043	0.56	0.100068607
ENSG00000068885	0.31	0.100137007
ENSG00000197070	-0.32	0.10017065
ENSG00000090020	0.29	0.100521239
ENSG00000214530	0.61	0.100521239
ENSG00000138185	0.32	0.100659635
ENSG00000108852	0.68	0.100807463
ENSG00000135924	0.23	0.100869346
ENSG00000237753	-0.56	0.100970322
ENSG00000168522	-0.24	0.101426531
ENSG00000101049	1.25	0.101426531
ENSG00000204179	2.4	0.101725432
ENSG00000205085	-0.54	0.101769933
ENSG00000140406	-0.47	0.101769933
ENSG00000214176	-0.42	0.101769933
ENSG00000215912	1.36	0.1018192
ENSG00000117222	0.25	0.1018192
ENSG00000163545	-0.95	0.1018192
ENSG00000113361	1.3	0.1018192
ENSG00000203808	-1.12	0.1018192
ENSG00000166262	0.61	0.1018192
ENSG00000167186	0.28	0.1018192
ENSG00000167393	0.34	0.1018192
ENSG00000235033	-1.07	0.101922014
ENSG00000105173	0.66	0.101975468
ENSG00000162520	0.41	0.102090214
ENSG00000102879	1.4	0.102151275
ENSG00000203778	0.27	0.102261527
ENSG00000108551	-2.2	0.102437457
ENSG00000180304	0.23	0.102506141
ENSG00000229931	1.19	0.102704503
ENSG00000179240	0.72	0.102806129
ENSG00000137831	0.44	0.10306721
ENSG00000143390	0.45	0.103263651
ENSG00000059573	0.38	0.103263651
ENSG00000177119	-0.27	0.103263651
ENSG00000181350	1.06	0.103505684
ENSG00000120008	-0.18	0.103663887
ENSG00000166035	0.72	0.103663887
ENSG00000197978	0.65	0.103663887
ENSG00000276223	1.53	0.103663887
ENSG00000229833	-0.72	0.103704606
ENSG00000111335	0.69	0.103756488
ENSG00000164713	-0.26	0.103821398
ENSG00000182674	2.45	0.103834092
ENSG00000103888	-0.99	0.103876578
ENSG00000165476	-0.41	0.103914637
ENSG00000125520	0.39	0.103942907
ENSG00000177383	0.28	0.104008327
ENSG00000138756	0.6	0.104069296
ENSG00000243004	0.79	0.104069296
ENSG00000047932	0.17	0.104073568
ENSG00000051180	-0.89	0.104073568
ENSG00000215190	0.58	0.104115035
ENSG00000160050	0.52	0.104187451
ENSG00000174106	-0.22	0.104241631
ENSG00000167711	-1.38	0.104241631
ENSG00000112130	-0.27	0.104458432
ENSG00000196363	-0.25	0.104458432
ENSG00000173546	0.54	0.104509354
ENSG00000115159	-0.51	0.104571305
ENSG00000164010	0.43	0.104639188
ENSG00000168101	-0.36	0.104734668
ENSG00000134970	-0.3	0.104759044
ENSG00000185483	-0.41	0.104771555
ENSG00000101665	-0.29	0.104836324
ENSG00000141127	0.44	0.104889693
ENSG00000136870	0.28	0.105224241
ENSG00000130309	-0.27	0.105292865
ENSG00000132793	-0.72	0.105292865
ENSG00000021762	-0.41	0.105451949
ENSG00000121406	0.38	0.105483891
ENSG00000163394	2.2	0.105540938
ENSG00000071626	-0.22	0.105720964
ENSG00000113578	-1.03	0.10577229
ENSG00000070018	0.46	0.105871307
ENSG00000038427	0.36	0.105948872
ENSG00000111348	-1.01	0.106113727
ENSG00000139990	0.24	0.106127087
ENSG00000089248	0.18	0.106273199
ENSG00000106609	-0.22	0.106378855
ENSG00000166313	-0.18	0.106543172
ENSG00000151500	0.3	0.106589744
ENSG00000163602	-0.28	0.106592205
ENSG00000214106	0.54	0.106592205
ENSG00000168476	-0.4	0.106592205
ENSG00000156521	-0.4	0.106592205
ENSG00000163349	-0.25	0.106678955
ENSG00000198898	-0.21	0.106678955
ENSG00000166747	-0.22	0.106678955
ENSG00000160951	1.67	0.106678955
ENSG00000047644	-0.34	0.106678955
ENSG00000172845	0.22	0.106884584
ENSG00000135932	-0.3	0.106884584
ENSG00000221838	0.37	0.106884584
ENSG00000106366	-0.74	0.106884584
ENSG00000138834	0.26	0.106884584
ENSG00000277258	0.29	0.106884584
ENSG00000105404	-0.33	0.106884584
ENSG00000163449	1.2	0.106894165
ENSG00000102317	-0.34	0.106903559
ENSG00000116337	0.27	0.106975461
ENSG00000259863	-0.69	0.107014334
ENSG00000120992	-0.31	0.107141117
ENSG00000140367	-0.2	0.107141117
ENSG00000109079	-0.28	0.107141117
ENSG00000259287	-1.62	0.107738315
ENSG00000172061	2.36	0.107782379
ENSG00000051382	-0.39	0.108185499
ENSG00000172731	0.43	0.108185499
ENSG00000136367	0.6	0.108185499
ENSG00000126214	-0.37	0.10820105
ENSG00000213397	0.46	0.108260028
ENSG00000261662	-0.88	0.108595368
ENSG00000141431	1.4	0.108902641
ENSG00000154133	1.9	0.10895544
ENSG00000165714	0.38	0.108960905
ENSG00000256667	0.55	0.109090862
ENSG00000188315	-0.52	0.109222916
ENSG00000143971	-0.22	0.109283399
ENSG00000095383	-0.51	0.109283399
ENSG00000169302	1.54	0.109347523
ENSG00000177453	1.11	0.109433812
ENSG00000128944	-0.6	0.109673179
ENSG00000151575	0.74	0.109673179
ENSG00000183579	-0.32	0.109673179
ENSG00000159708	1.88	0.109857898
ENSG00000166068	-0.35	0.109910658
ENSG00000176597	-0.84	0.10997633
ENSG00000248869	1.52	0.109978867
ENSG00000168938	0.31	0.109978867
ENSG00000137098	0.71	0.109978867
ENSG00000081721	0.32	0.109985259
ENSG00000151287	-0.42	0.110020012
ENSG00000170379	-0.73	0.110205047
ENSG00000111331	0.49	0.110205047
ENSG00000139618	0.64	0.110205047
ENSG00000167384	0.39	0.110205047
ENSG00000145194	-0.97	0.110261625
ENSG00000126461	-0.17	0.110472941
ENSG00000171552	-0.3	0.110682986
ENSG00000114439	-0.32	0.111047558
ENSG00000102241	0.19	0.111054633
ENSG00000183837	1.14	0.111054633
ENSG00000104904	-0.19	0.111155584
ENSG00000128928	-0.32	0.11120564
ENSG00000124120	-0.24	0.111214727
ENSG00000111077	-0.29	0.111312829
ENSG00000197375	0.38	0.111446872
ENSG00000163623	-0.39	0.111514872
ENSG00000154978	-0.38	0.111514872
ENSG00000027075	-1.15	0.111514872
ENSG00000187118	-0.42	0.111530174
ENSG00000168405	-0.6	0.111530174
ENSG00000033050	-0.35	0.111530174
ENSG00000147224	0.44	0.111530174
ENSG00000163479	0.17	0.111581592
ENSG00000118523	-1.37	0.111581592
ENSG00000025772	0.51	0.111581592
ENSG00000155561	0.27	0.111737725
ENSG00000144034	0.39	0.112045941
ENSG00000102802	-0.62	0.112405068
ENSG00000146054	-0.98	0.11253216
ENSG00000147041	1.79	0.112550376
ENSG00000185917	0.27	0.112602354
ENSG00000236383	1.44	0.112613421
ENSG00000064692	1.37	0.112742353
